year,State_from,State_to,estimate,MOE
2016,Nebraska,South Dakota,1803,629
2016,Nebraska,Tennessee,216,224
2016,Nebraska,Texas,6201,2388
2016,Nebraska,Utah,523,493
2016,Nebraska,Vermont,0,151
2016,Nebraska,Virginia,1950,1155
2016,Nebraska,Washington,1428,1105
2016,Nebraska,West Virginia,0,193
2016,Nebraska,Wisconsin,469,325
2016,Nebraska,Wyoming,852,592
2016,Nevada,New Hampshire,398,426
2016,Nevada,New Jersey,365,283
2016,Nevada,New Mexico,1319,1268
2016,Nevada,New York,435,353
2016,Nevada,North Carolina,2111,987
2016,Nevada,North Dakota,183,235
2016,Nevada,Ohio,2132,1241
2016,Nevada,Oklahoma,627,322
2016,Nevada,Oregon,1631,680
2016,Nevada,Pennsylvania,803,464
2016,Nevada,Rhode Island,97,142
2016,Nevada,South Carolina,180,156
2016,Nevada,South Dakota,98,101
2016,Nevada,Tennessee,274,201
2016,Nevada,Texas,6499,2273
2016,Nevada,Utah,5181,2665
2016,Nevada,Vermont,0,151
2016,Nevada,Virginia,2305,1431
2016,Nevada,Washington,3551,1318
2016,Nevada,West Virginia,293,371
2016,Nevada,Wisconsin,1126,706
2016,Nevada,Wyoming,111,113
2016,New Hampshire,Nevada,221,240
2016,New Hampshire,New Jersey,112,147
2016,New Hampshire,New Mexico,629,519
2016,New Hampshire,New York,2044,822
2016,New Hampshire,North Carolina,1548,652
2016,New Hampshire,North Dakota,385,449
2016,New Hampshire,Ohio,1068,956
2016,New Hampshire,Oklahoma,393,443
2016,New Hampshire,Oregon,0,201
2016,New Hampshire,Pennsylvania,1259,643
2016,New Hampshire,Rhode Island,923,453
2016,New Hampshire,South Carolina,1143,667
2016,New Hampshire,South Dakota,0,157
2016,New Hampshire,Tennessee,340,410
2016,New Hampshire,Texas,1542,915
2016,New Hampshire,Utah,0,190
2016,New Hampshire,Vermont,3285,1058
2016,New Hampshire,Virginia,641,397
2016,New Hampshire,Washington,785,513
2016,New Hampshire,West Virginia,135,133
2016,New Hampshire,Wisconsin,417,338
2016,New Hampshire,Wyoming,0,197
2016,New Jersey,Nevada,2467,1391
2016,New Jersey,New Hampshire,396,356
2016,New Jersey,New Mexico,397,343
2016,New Jersey,New York,33747,3965
2016,New Jersey,North Carolina,11706,2825
2016,New Jersey,North Dakota,576,758
2016,New Jersey,Ohio,4520,1613
2016,New Jersey,Oklahoma,424,266
2016,New Jersey,Oregon,978,622
2016,New Jersey,Pennsylvania,40118,3894
2016,New Jersey,Rhode Island,631,393
2016,New Jersey,South Carolina,3664,1138
2016,New Jersey,South Dakota,0,157
2016,New Jersey,Tennessee,1659,810
2016,New Jersey,Texas,8723,2618
2016,New Jersey,Utah,702,431
2016,New Jersey,Vermont,1393,773
2016,New Jersey,Virginia,7715,1860
2016,New Jersey,Washington,3287,1572
2016,New Jersey,West Virginia,481,314
2016,New Jersey,Wisconsin,521,426
2016,New Jersey,Wyoming,503,604
2016,New Mexico,Nevada,1406,843
2016,New Mexico,New Hampshire,0,187
2016,New Mexico,New Jersey,141,143
2016,New Mexico,New York,665,502
2016,New Mexico,North Carolina,462,357
2016,New Mexico,North Dakota,144,136
2016,New Mexico,Ohio,551,438
2016,New Mexico,Oklahoma,1011,477
2016,New Mexico,Oregon,2463,1110
2016,New Mexico,Pennsylvania,675,583
2016,New Mexico,Rhode Island,0,208
2016,New Mexico,South Carolina,139,129
2016,New Mexico,South Dakota,389,438
2016,New Mexico,Tennessee,159,189
2016,New Mexico,Texas,13041,2775
2016,New Mexico,Utah,871,467
2016,New Mexico,Vermont,60,100
2016,New Mexico,Virginia,2067,1011
2016,New Mexico,Washington,2232,1150
2016,New Mexico,West Virginia,81,140
2016,New Mexico,Wisconsin,710,696
2016,New Mexico,Wyoming,799,648
2016,New York,Nevada,4742,2524
2016,New York,New Hampshire,3869,1076
2016,New York,New Jersey,48558,5393
2016,New York,New Mexico,1638,944
2016,New York,North Carolina,29702,4307
2016,New York,North Dakota,133,166
2016,New York,Ohio,9518,2457
2016,New York,Oklahoma,2051,873
2016,New York,Oregon,2899,1447
2016,New York,Pennsylvania,40208,5965
2016,New York,Rhode Island,2631,864
2016,New York,South Carolina,10230,2243
2016,New York,South Dakota,89,104
2016,New York,Tennessee,4905,1653
2016,New York,Texas,18209,3590
2016,New York,Utah,2511,1537
2016,New York,Vermont,3186,862
2016,New York,Virginia,14827,3112
2016,New York,Washington,7083,1386
2016,New York,West Virginia,1320,911
2016,New York,Wisconsin,1484,654
2016,New York,Wyoming,57,91
2016,North Carolina,Nevada,1268,708
2016,North Carolina,New Hampshire,1113,1028
2016,North Carolina,New Jersey,3436,1600
2016,North Carolina,New Mexico,987,929
2016,North Carolina,New York,9471,2072
2016,North Carolina,North Dakota,162,285
2016,North Carolina,Ohio,8822,2918
2016,North Carolina,Oklahoma,1909,879
2016,North Carolina,Oregon,2142,1447
2016,North Carolina,Pennsylvania,9251,2308
2016,North Carolina,Rhode Island,812,600
2016,North Carolina,South Carolina,30447,4651
2016,North Carolina,South Dakota,100,112
2016,North Carolina,Tennessee,5933,1490
2016,North Carolina,Texas,12463,2346
2016,North Carolina,Utah,1921,1018
2016,North Carolina,Vermont,331,252
2016,North Carolina,Virginia,22598,3629
2016,North Carolina,Washington,7250,2296
2016,North Carolina,West Virginia,2419,1022
2016,North Carolina,Wisconsin,1152,507
2016,North Carolina,Wyoming,46,75
2016,North Dakota,Nevada,333,493
2016,North Dakota,New Hampshire,0,187
2016,North Dakota,New Jersey,263,243
2016,North Dakota,New Mexico,0,195
2016,North Dakota,New York,306,300
2016,North Dakota,North Carolina,668,510
2016,North Dakota,Ohio,292,338
2016,North Dakota,Oklahoma,212,167
2016,North Dakota,Oregon,402,356
2016,North Dakota,Pennsylvania,106,128
2016,North Dakota,Rhode Island,113,190
2016,North Dakota,South Carolina,595,657
2016,North Dakota,South Dakota,1858,785
2016,North Dakota,Tennessee,61,103
2016,North Dakota,Texas,2026,1141
2016,North Dakota,Utah,1266,986
2016,North Dakota,Vermont,41,65
2016,North Dakota,Virginia,80,129
2016,North Dakota,Washington,2021,897
2016,North Dakota,West Virginia,134,214
2016,North Dakota,Wisconsin,614,521
2016,North Dakota,Wyoming,843,484
2016,Ohio,Nevada,1074,549
2016,Ohio,New Hampshire,416,315
2016,Ohio,New Jersey,2166,2330
2016,Ohio,New Mexico,869,584
2016,Ohio,New York,6648,1349
2016,Ohio,North Carolina,9665,2081
2016,Ohio,North Dakota,174,143
2016,Ohio,Oklahoma,1282,1000
2016,Ohio,Oregon,1421,739
2016,Ohio,Pennsylvania,10700,2215
2016,Ohio,Rhode Island,318,260
2016,Ohio,South Carolina,6634,2456
2016,Ohio,South Dakota,788,724
2016,Ohio,Tennessee,7210,2699
2016,Ohio,Texas,9363,2861
2016,Ohio,Utah,833,379
2016,Ohio,Vermont,118,176
2016,Ohio,Virginia,7689,2011
2016,Ohio,Washington,2834,1636
2016,Ohio,West Virginia,7281,1597
2016,Ohio,Wisconsin,2129,648
2016,Ohio,Wyoming,318,428
2016,Oklahoma,Nevada,221,190
2016,Oklahoma,New Hampshire,67,116
2016,Oklahoma,New Jersey,285,315
2016,Oklahoma,New Mexico,1022,573
2016,Oklahoma,New York,1396,606
2016,Oklahoma,North Carolina,2997,1582
2016,Oklahoma,North Dakota,339,336
2016,Oklahoma,Ohio,2210,1311
2016,Oklahoma,Oregon,2185,1838
2016,Oklahoma,Pennsylvania,1130,803
2016,Oklahoma,Rhode Island,58,96
2016,Oklahoma,South Carolina,1192,568
2016,Oklahoma,South Dakota,23,45
2016,Oklahoma,Tennessee,1486,712
2016,Oklahoma,Texas,30532,5243
2016,Oklahoma,Utah,1194,640
2016,Oklahoma,Vermont,0,151
2016,Oklahoma,Virginia,3693,1433
2016,Oklahoma,Washington,2041,932
2016,Oklahoma,West Virginia,12,26
2016,Oklahoma,Wisconsin,1404,794
2016,Oklahoma,Wyoming,672,892
2016,Oregon,Nevada,906,368
2016,Oregon,New Hampshire,0,187
2016,Oregon,New Jersey,192,275
2016,Oregon,New Mexico,884,973
2016,Oregon,New York,2506,1041
2016,Oregon,North Carolina,1263,743
2016,Oregon,North Dakota,347,476
2016,Oregon,Ohio,1483,937
2016,Oregon,Oklahoma,635,550
2016,Oregon,Pennsylvania,2511,1068
2016,Oregon,Rhode Island,90,109
2016,Oregon,South Carolina,663,391
2016,Oregon,South Dakota,236,227
2016,Oregon,Tennessee,647,493
2016,Oregon,Texas,3704,1577
2016,Oregon,Utah,2790,1235
2016,Oregon,Vermont,395,386
2016,Oregon,Virginia,904,461
2016,Oregon,Washington,32384,3908
2016,Oregon,West Virginia,0,193
2016,Oregon,Wisconsin,1383,780
2016,Oregon,Wyoming,609,481
2016,Pennsylvania,Nevada,1016,696
2016,Pennsylvania,New Hampshire,1799,1820
2016,Pennsylvania,New Jersey,23566,3120
2016,Pennsylvania,New Mexico,1748,1176
2016,Pennsylvania,New York,22933,3217
2016,Pennsylvania,North Carolina,13506,2292
2016,Pennsylvania,North Dakota,28,39
2016,Pennsylvania,Ohio,14425,2284
2016,Pennsylvania,Oklahoma,1405,828
2016,Pennsylvania,Oregon,1958,894
2016,Pennsylvania,Rhode Island,900,802
2016,Pennsylvania,South Carolina,7865,1912
2016,Pennsylvania,South Dakota,147,139
2016,Pennsylvania,Tennessee,2723,1237
2016,Pennsylvania,Texas,11769,3371
2016,Pennsylvania,Utah,1992,1027
2016,Pennsylvania,Vermont,1449,716
2016,Pennsylvania,Virginia,14122,2784
2016,Pennsylvania,Washington,1556,669
2016,Pennsylvania,West Virginia,6226,2228
2016,Pennsylvania,Wisconsin,1525,600
2016,Pennsylvania,Wyoming,2660,2108
2016,Rhode Island,Nevada,218,261
2016,Rhode Island,New Hampshire,932,626
2016,Rhode Island,New Jersey,129,127
2016,Rhode Island,New Mexico,3,8
2016,Rhode Island,New York,1006,538
2016,Rhode Island,North Carolina,897,705
2016,Rhode Island,North Dakota,0,155
2016,Rhode Island,Ohio,667,1056
2016,Rhode Island,Oklahoma,0,159
2016,Rhode Island,Oregon,156,253
2016,Rhode Island,Pennsylvania,1204,672
2016,Rhode Island,South Carolina,708,512
2016,Rhode Island,South Dakota,448,565
2016,Rhode Island,Tennessee,0,204
2016,Rhode Island,Texas,1361,822
2016,Rhode Island,Utah,0,190
2016,Rhode Island,Vermont,262,165
2016,Rhode Island,Virginia,1270,893
2016,Rhode Island,Washington,373,312
2016,Rhode Island,West Virginia,0,193
2016,Rhode Island,Wisconsin,81,135
2016,Rhode Island,Wyoming,1,2
2016,South Carolina,Nevada,1310,937
2016,South Carolina,New Hampshire,0,187
2016,South Carolina,New Jersey,1520,966
2016,South Carolina,New Mexico,585,868
2016,South Carolina,New York,4716,2148
2016,South Carolina,North Carolina,32088,5480
2016,South Carolina,North Dakota,0,155
2016,South Carolina,Ohio,2487,910
2016,South Carolina,Oklahoma,1108,615
2016,South Carolina,Oregon,531,448
2016,South Carolina,Pennsylvania,1582,583
2016,South Carolina,Rhode Island,348,319
2016,South Carolina,South Dakota,0,157
2016,South Carolina,Tennessee,2173,915
2016,South Carolina,Texas,7969,2202
2016,South Carolina,Utah,766,661
2016,South Carolina,Vermont,38,64
2016,South Carolina,Virginia,8354,2052
2016,South Carolina,Washington,1374,786
2016,South Carolina,West Virginia,435,344
2016,South Carolina,Wisconsin,518,277
2016,South Carolina,Wyoming,337,589
2016,South Dakota,Nevada,777,613
2016,South Dakota,New Hampshire,0,187
2016,South Dakota,New Jersey,318,379
2016,South Dakota,New Mexico,10,16
2016,South Dakota,New York,159,159
2016,South Dakota,North Carolina,743,701
2016,South Dakota,North Dakota,2377,843
2016,South Dakota,Ohio,217,260
2016,South Dakota,Oklahoma,194,208
2016,South Dakota,Oregon,608,749
2016,South Dakota,Pennsylvania,162,209
2016,South Dakota,Rhode Island,121,149
2016,South Dakota,South Carolina,590,909
2016,South Dakota,Tennessee,207,233
2016,South Dakota,Texas,860,477
2016,South Dakota,Utah,795,861
2016,South Dakota,Vermont,619,916
2016,South Dakota,Virginia,142,247
2016,South Dakota,Washington,1156,1021
2016,South Dakota,West Virginia,124,153
2016,South Dakota,Wisconsin,872,746
2016,South Dakota,Wyoming,853,510
2016,Tennessee,Nevada,1189,794
2016,Tennessee,New Hampshire,95,127
2016,Tennessee,New Jersey,1608,1252
2016,Tennessee,New Mexico,1723,1112
2016,Tennessee,New York,3661,1167
2016,Tennessee,North Carolina,8233,2559
2016,Tennessee,North Dakota,177,170
2016,Tennessee,Ohio,7805,2468
2016,Tennessee,Oklahoma,1309,590
2016,Tennessee,Oregon,1168,863
2016,Tennessee,Pennsylvania,2746,811
2016,Tennessee,Rhode Island,581,847
2016,Tennessee,South Carolina,3709,1150
2016,Tennessee,South Dakota,147,183
2016,Tennessee,Texas,15565,6625
2016,Tennessee,Utah,964,519
2016,Tennessee,Vermont,6,13
2016,Tennessee,Virginia,7491,2248
2016,Tennessee,Washington,3672,2014
2016,Tennessee,West Virginia,1903,1213
2016,Tennessee,Wisconsin,1096,726
2016,Tennessee,Wyoming,10,15
2016,Texas,Nevada,3343,890
2016,Texas,New Hampshire,1527,1098
2016,Texas,New Jersey,5554,1635
2016,Texas,New Mexico,17155,3861
2016,Texas,New York,9368,1897
2016,Texas,North Carolina,11981,2487
2016,Texas,North Dakota,1378,683
2016,Texas,Ohio,8712,2634
2016,Texas,Oklahoma,28060,3869
2016,Texas,Oregon,5377,1611
2016,Texas,Pennsylvania,12497,3500
2016,Texas,Rhode Island,1079,559
2016,Texas,South Carolina,7373,2409
2016,Texas,South Dakota,1946,1156
2016,Texas,Tennessee,11827,4371
2016,Texas,Utah,7467,2399
2016,Texas,Vermont,7,16
2016,Texas,Virginia,15873,3691
2016,Texas,Washington,16005,3753
2016,Texas,West Virginia,1345,1044
2016,Texas,Wisconsin,4526,1485
2016,Texas,Wyoming,1914,1123
2016,Utah,Nevada,3260,1233
2016,Utah,New Hampshire,613,416
2016,Utah,New Jersey,104,132
2016,Utah,New Mexico,625,411
2016,Utah,New York,1068,619
2016,Utah,North Carolina,1271,845
2016,Utah,North Dakota,38,57
2016,Utah,Ohio,1622,1059
2016,Utah,Oklahoma,783,737
2016,Utah,Oregon,3246,1305
2016,Utah,Pennsylvania,2014,2040
2016,Utah,Rhode Island,60,98
2016,Utah,South Carolina,424,347
2016,Utah,South Dakota,662,550
2016,Utah,Tennessee,181,214
2016,Utah,Texas,9082,2977
2016,Utah,Vermont,77,124
2016,Utah,Virginia,1507,832
2016,Utah,Washington,5404,2076
2016,Utah,West Virginia,179,313
2016,Utah,Wisconsin,1237,650
2016,Utah,Wyoming,1312,849
2016,Vermont,Nevada,37,61
2016,Vermont,New Hampshire,2789,937
2016,Vermont,New Jersey,360,417
2016,Vermont,New Mexico,0,195
2016,Vermont,New York,3895,1481
2016,Vermont,North Carolina,608,492
2016,Vermont,North Dakota,0,155
2016,Vermont,Ohio,435,424
2016,Vermont,Oklahoma,61,82
2016,Vermont,Oregon,158,191
2016,Vermont,Pennsylvania,604,499
2016,Vermont,Rhode Island,337,288
2016,Vermont,South Carolina,0,207
2016,Vermont,South Dakota,0,157
2016,Vermont,Tennessee,309,294
2016,Vermont,Texas,252,414
2016,Vermont,Utah,221,274
2016,Vermont,Virginia,872,694
2016,Vermont,Washington,743,611
2016,Vermont,West Virginia,0,193
2016,Vermont,Wisconsin,138,228
2016,Vermont,Wyoming,0,197
2016,Virginia,Nevada,1307,827
2016,Virginia,New Hampshire,696,547
2016,Virginia,New Jersey,5341,2149
2016,Virginia,New Mexico,801,644
2016,Virginia,New York,10761,2067
2016,Virginia,North Carolina,35641,5098
2016,Virginia,North Dakota,251,318
2016,Virginia,Ohio,5844,2030
2016,Virginia,Oklahoma,1312,705
2016,Virginia,Oregon,2141,1256
2016,Virginia,Pennsylvania,12785,2800
2016,Virginia,Rhode Island,714,376
2016,Virginia,South Carolina,8081,2620
2016,Virginia,South Dakota,720,933
2016,Virginia,Tennessee,6681,1601
2016,Virginia,Texas,19660,4084
2016,Virginia,Utah,1392,766
2016,Virginia,Vermont,242,203
2016,Virginia,Washington,3834,1271
2016,Virginia,West Virginia,6114,1596
2016,Virginia,Wisconsin,2235,1819
2016,Virginia,Wyoming,90,109
2016,Washington,Nevada,4639,1792
2016,Washington,New Hampshire,11,22
2016,Washington,New Jersey,534,443
2016,Washington,New Mexico,1843,966
2016,Washington,New York,4929,1318
2016,Washington,North Carolina,4751,2008
2016,Washington,North Dakota,709,552
2016,Washington,Ohio,3423,1239
2016,Washington,Oklahoma,1658,771
2016,Washington,Oregon,24207,3446
2016,Washington,Pennsylvania,3772,1435
2016,Washington,Rhode Island,399,294
2016,Washington,South Carolina,1943,848
2016,Washington,South Dakota,976,1172
2016,Washington,Tennessee,2187,1008
2016,Washington,Texas,14335,3534
2016,Washington,Utah,5074,1397
2016,Washington,Vermont,165,143
2016,Washington,Virginia,4925,1707
2016,Washington,West Virginia,216,153
2016,Washington,Wisconsin,1634,754
2016,Washington,Wyoming,1426,887
2016,West Virginia,Nevada,14,19
2016,West Virginia,New Hampshire,297,218
2016,West Virginia,New Jersey,350,298
2016,West Virginia,New Mexico,153,250
2016,West Virginia,New York,1503,1415
2016,West Virginia,North Carolina,3722,1222
2016,West Virginia,North Dakota,144,234
2016,West Virginia,Ohio,8726,1631
2016,West Virginia,Oklahoma,174,173
2016,West Virginia,Oregon,140,230
2016,West Virginia,Pennsylvania,3979,1207
2016,West Virginia,Rhode Island,0,208
2016,West Virginia,South Carolina,2403,1306
2016,West Virginia,South Dakota,131,233
2016,West Virginia,Tennessee,1249,741
2016,West Virginia,Texas,915,606
2016,West Virginia,Utah,51,78
2016,West Virginia,Vermont,23,49
2016,West Virginia,Virginia,6618,1812
2016,West Virginia,Washington,319,441
2016,West Virginia,Wisconsin,110,119
2016,West Virginia,Wyoming,169,32
2016,Wisconsin,Nevada,889,738
2016,Wisconsin,New Hampshire,84,93
2016,Wisconsin,New Jersey,330,273
2016,Wisconsin,New Mexico,332,384
2016,Wisconsin,New York,2787,1072
2016,Wisconsin,North Carolina,2600,1205
2016,Wisconsin,North Dakota,556,273
2016,Wisconsin,Ohio,1660,554
2016,Wisconsin,Oklahoma,829,458
2016,Wisconsin,Oregon,557,316
2016,Wisconsin,Pennsylvania,2337,2135
2016,Wisconsin,Rhode Island,325,414
2016,Wisconsin,South Carolina,1243,683
2016,Wisconsin,South Dakota,1026,874
2016,Wisconsin,Tennessee,1309,754
2016,Wisconsin,Texas,4927,2075
2016,Wisconsin,Utah,398,276
2016,Wisconsin,Vermont,54,73
2016,Wisconsin,Virginia,1877,1131
2016,Wisconsin,Washington,1940,888
2016,Wisconsin,West Virginia,0,193
2016,Wisconsin,Wyoming,687,1044
2016,Wyoming,Nevada,1686,1713
2016,Wyoming,New Hampshire,0,187
2016,Wyoming,New Jersey,0,200
2016,Wyoming,New Mexico,198,185
2016,Wyoming,New York,83,103
2016,Wyoming,North Carolina,145,175
2016,Wyoming,North Dakota,342,234
2016,Wyoming,Ohio,179,228
2016,Wyoming,Oklahoma,299,306
2016,Wyoming,Oregon,563,341
2016,Wyoming,Pennsylvania,188,211
2016,Wyoming,Rhode Island,0,208
2016,Wyoming,South Carolina,508,704
2016,Wyoming,South Dakota,2047,1065
2016,Wyoming,Tennessee,25,48
2016,Wyoming,Texas,732,486
2016,Wyoming,Utah,755,590
2016,Wyoming,Vermont,0,151
2016,Wyoming,Virginia,48,62
2016,Wyoming,Washington,866,517
2016,Wyoming,West Virginia,0,193
2016,Wyoming,Wisconsin,420,259
2017,Alaska,Alabama,424,391
2017,Alaska,Arizona,2255,857
2017,Alaska,Arkansas,241,349
2017,Alaska,California,2606,777
2017,Alaska,Colorado,2030,1552
2017,Alaska,Connecticut,540,753
2017,Alaska,Delaware,0,198
2017,Alaska,Florida,1400,672
2017,Alaska,Georgia,986,941
2017,Alaska,Hawaii,424,465
2017,Alaska,Idaho,796,567
2017,Alaska,Illinois,270,216
2017,Alaska,Indiana,131,144
2017,Alaska,Iowa,629,344
2017,Alaska,Kansas,515,402
2017,Alaska,Kentucky,506,623
2017,Alaska,Louisiana,199,316
2017,Alaska,Maine,163,188
2017,Alaska,Maryland,961,765
2017,Alaska,Massachusetts,539,459
2017,Alaska,Michigan,348,315
2017,Alaska,Minnesota,671,513
2017,Alaska,Mississippi,127,214
2017,Alaska,Missouri,1224,706
2017,Alaska,Montana,701,443
2017,Alaska,Nevada,1024,602
2017,Alaska,New Hampshire,151,158
2017,Alaska,New Jersey,610,571
2017,Alaska,New Mexico,1470,972
2017,Alaska,New York,1049,853
2017,Alaska,North Carolina,1401,788
2017,Alaska,North Dakota,152,194
2017,Alaska,Ohio,79,103
2017,Alaska,Oklahoma,1004,501
2017,Alaska,Oregon,2808,1493
2017,Alaska,Pennsylvania,294,249
2017,Alaska,Rhode Island,109,177
2017,Alaska,South Carolina,0,211
2017,Alaska,South Dakota,183,302
2017,Alaska,Tennessee,417,324
2017,Alaska,Texas,3543,1769
2017,Alaska,Utah,660,512
2017,Alaska,Vermont,203,240
2017,Alaska,Virginia,736,568
2017,Alaska,Washington,7532,2598
2017,Alaska,West Virginia,121,152
2017,Alaska,Wisconsin,389,494
2017,Alaska,Wyoming,152,182
2017,Arizona,Alabama,1513,1198
2017,Arizona,Alaska,1387,918
2017,Arizona,Arkansas,1060,600
2017,Arizona,California,26907,4106
2017,Arizona,Colorado,6765,1768
2017,Arizona,Connecticut,644,625
2017,Arizona,Delaware,76,121
2017,Arizona,Florida,5577,1546
2017,Arizona,Georgia,6218,2226
2017,Arizona,Hawaii,1666,815
2017,Arizona,Idaho,1523,696
2017,Arizona,Illinois,4159,1411
2017,Arizona,Indiana,948,543
2017,Arizona,Iowa,2346,1155
2017,Arizona,Kansas,1404,687
2017,Arizona,Kentucky,333,215
2017,Arizona,Louisiana,520,460
2017,Arizona,Maine,322,236
2017,Arizona,Maryland,1689,931
2017,Arizona,Massachusetts,1030,674
2017,Arizona,Michigan,4948,2029
2017,Arizona,Minnesota,2587,1067
2017,Arizona,Mississippi,553,336
2017,Arizona,Missouri,2820,1121
2017,Arizona,Montana,386,269
2017,Arizona,Nevada,5508,2105
2017,Arizona,New Hampshire,190,167
2017,Arizona,New Jersey,898,499
2017,Arizona,New Mexico,7129,2157
2017,Arizona,New York,3826,1292
2017,Arizona,North Carolina,5624,2646
2017,Arizona,North Dakota,564,446
2017,Arizona,Ohio,3143,1471
2017,Arizona,Oklahoma,1931,625
2017,Arizona,Oregon,6938,2880
2017,Arizona,Pennsylvania,3266,1472
2017,Arizona,Rhode Island,101,177
2017,Arizona,South Carolina,2380,1042
2017,Arizona,South Dakota,402,456
2017,Arizona,Tennessee,2522,1327
2017,Arizona,Texas,14875,3853
2017,Arizona,Utah,8144,2461
2017,Arizona,Vermont,132,129
2017,Arizona,Virginia,2587,997
2017,Arizona,Washington,11733,3478
2017,Arizona,West Virginia,13,27
2017,Arizona,Wisconsin,1702,658
2017,Arizona,Wyoming,220,209
2017,Arkansas,Alabama,517,630
2017,Arkansas,Alaska,203,266
2017,Arkansas,Arizona,1763,978
2017,Arkansas,California,3471,1508
2017,Arkansas,Colorado,1356,756
2017,Arkansas,Connecticut,160,185
2017,Arkansas,Delaware,0,198
2017,Arkansas,Florida,3028,1505
2017,Arkansas,Georgia,2055,1012
2017,Arkansas,Hawaii,48,78
2017,Arkansas,Idaho,265,312
2017,Arkansas,Illinois,2591,967
2017,Arkansas,Indiana,852,536
2017,Arkansas,Iowa,693,493
2017,Arkansas,Kansas,1225,610
2017,Arkansas,Kentucky,342,301
2017,Arkansas,Louisiana,3289,1540
2017,Arkansas,Maine,12,22
2017,Arkansas,Maryland,410,346
2017,Arkansas,Massachusetts,207,329
2017,Arkansas,Michigan,825,899
2017,Arkansas,Minnesota,634,618
2017,Arkansas,Mississippi,2251,1051
2017,Arkansas,Missouri,6560,1661
2017,Arkansas,Montana,899,837
2017,Arkansas,Nevada,551,682
2017,Arkansas,New Hampshire,185,318
2017,Arkansas,New Jersey,175,224
2017,Arkansas,New Mexico,258,255
2017,Arkansas,New York,1209,834
2017,Arkansas,North Carolina,747,447
2017,Arkansas,North Dakota,48,78
2017,Arkansas,Ohio,683,487
2017,Arkansas,Oklahoma,6835,1415
2017,Arkansas,Oregon,526,475
2017,Arkansas,Pennsylvania,292,281
2017,Arkansas,Rhode Island,175,280
2017,Arkansas,South Carolina,232,274
2017,Arkansas,South Dakota,83,140
2017,Arkansas,Tennessee,5843,2106
2017,Arkansas,Texas,14222,3651
2017,Arkansas,Utah,177,149
2017,Arkansas,Vermont,0,157
2017,Arkansas,Virginia,1184,714
2017,Arkansas,Washington,1074,1063
2017,Arkansas,West Virginia,0,200
2017,Arkansas,Wisconsin,601,462
2017,Arkansas,Wyoming,722,1026
2017,California,Alabama,2328,958
2017,California,Alaska,3556,1253
2017,California,Arizona,59233,6519
2017,California,Arkansas,5334,1766
2017,California,Colorado,27014,4200
2017,California,Connecticut,2807,1064
2017,California,Delaware,580,512
2017,California,Florida,30919,4258
2017,California,Georgia,12052,2299
2017,California,Hawaii,8843,1935
2017,California,Idaho,21372,5397
2017,California,Illinois,16046,2525
2017,California,Indiana,10096,2379
2017,California,Iowa,2625,848
2017,California,Kansas,6511,2781
2017,California,Kentucky,4466,1389
2017,California,Louisiana,5534,1492
2017,California,Maine,1578,941
2017,California,Maryland,8994,2513
2017,California,Massachusetts,12745,2657
2017,California,Michigan,10874,1910
2017,California,Minnesota,5518,1351
2017,California,Mississippi,4709,1814
2017,California,Missouri,10918,2651
2017,California,Montana,5447,1524
2017,California,Nevada,47513,5663
2017,California,New Hampshire,2418,994
2017,California,New Jersey,7968,2732
2017,California,New Mexico,6897,2048
2017,California,New York,24982,3766
2017,California,North Carolina,22469,4025
2017,California,North Dakota,4051,1577
2017,California,Ohio,11286,3089
2017,California,Oklahoma,7174,1646
2017,California,Oregon,50109,5547
2017,California,Pennsylvania,10995,2105
2017,California,Rhode Island,2418,961
2017,California,South Carolina,7618,1908
2017,California,South Dakota,3599,1967
2017,California,Tennessee,7879,2231
2017,California,Texas,63174,6149
2017,California,Utah,17020,3599
2017,California,Vermont,1246,594
2017,California,Virginia,14509,2690
2017,California,Washington,52484,6061
2017,California,West Virginia,563,409
2017,California,Wisconsin,4741,1454
2017,California,Wyoming,2344,933
2017,Colorado,Alabama,1974,1054
2017,Colorado,Alaska,1487,684
2017,Colorado,Arizona,12810,3421
2017,Colorado,Arkansas,2547,1084
2017,Colorado,California,25038,4892
2017,Colorado,Connecticut,370,327
2017,Colorado,Delaware,144,152
2017,Colorado,Florida,12061,2617
2017,Colorado,Georgia,4981,1863
2017,Colorado,Hawaii,1584,913
2017,Colorado,Idaho,3823,1840
2017,Colorado,Illinois,5172,2315
2017,Colorado,Indiana,1692,837
2017,Colorado,Iowa,2257,796
2017,Colorado,Kansas,5871,2455
2017,Colorado,Kentucky,614,452
2017,Colorado,Louisiana,1575,1083
2017,Colorado,Maine,849,670
2017,Colorado,Maryland,2182,1115
2017,Colorado,Massachusetts,1857,692
2017,Colorado,Michigan,3001,1004
2017,Colorado,Minnesota,4221,1210
2017,Colorado,Mississippi,1000,716
2017,Colorado,Missouri,4275,1390
2017,Colorado,Montana,2241,961
2017,Colorado,Nevada,8518,3385
2017,Colorado,New Hampshire,512,515
2017,Colorado,New Jersey,1099,508
2017,Colorado,New Mexico,3578,1095
2017,Colorado,New York,3104,1234
2017,Colorado,North Carolina,4021,1511
2017,Colorado,North Dakota,995,726
2017,Colorado,Ohio,3209,1022
2017,Colorado,Oklahoma,3474,1307
2017,Colorado,Oregon,3185,1077
2017,Colorado,Pennsylvania,2786,1143
2017,Colorado,Rhode Island,425,378
