year,State_from,State_to,estimate,MOE
2013,District of Columbia ,Florida,1762,622
2013,District of Columbia ,Georgia,1064,607
2013,District of Columbia ,Hawaii,233,277
2013,District of Columbia ,Idaho,82,138
2013,District of Columbia ,Illinois,1035,576
2013,District of Columbia ,Indiana,1316,1208
2013,District of Columbia ,Iowa,0,203
2013,District of Columbia ,Kansas,0,203
2013,District of Columbia ,Kentucky,203,144
2013,District of Columbia ,Louisiana,393,307
2013,District of Columbia ,Maine,0,203
2013,District of Columbia ,Maryland,20845,3326
2013,District of Columbia ,Massachusetts,845,379
2013,District of Columbia ,Michigan,769,381
2013,District of Columbia ,Minnesota,187,240
2013,District of Columbia ,Mississippi,0,203
2013,District of Columbia ,Missouri,833,433
2013,District of Columbia ,Montana,12,23
2013,District of Columbia ,Nevada,86,144
2013,District of Columbia ,New Hampshire,91,116
2013,District of Columbia ,New Jersey,923,624
2013,District of Columbia ,New Mexico,71,125
2013,District of Columbia ,New York,3066,925
2013,District of Columbia ,North Carolina,2032,694
2013,District of Columbia ,North Dakota,116,150
2013,District of Columbia ,Ohio,295,280
2013,District of Columbia ,Oklahoma,60,72
2013,District of Columbia ,Oregon,388,360
2013,District of Columbia ,Pennsylvania,1601,721
2013,District of Columbia ,Rhode Island,0,203
2013,District of Columbia ,South Carolina,417,385
2013,District of Columbia ,South Dakota,26,56
2013,District of Columbia ,Tennessee,924,462
2013,District of Columbia ,Texas,1435,926
2013,District of Columbia ,Utah,0,203
2013,District of Columbia ,Vermont,169,148
2013,District of Columbia ,Virginia,9389,1731
2013,District of Columbia ,Washington,621,428
2013,District of Columbia ,West Virginia,561,330
2013,District of Columbia ,Wisconsin,58,95
2013,District of Columbia ,Wyoming,0,203
2013,Florida,Alabama,11518,2283
2013,Florida,Alaska,781,702
2013,Florida,Arizona,6828,1804
2013,Florida,Arkansas,1751,675
2013,Florida,California,25950,4573
2013,Florida,Colorado,9448,2187
2013,Florida,Connecticut,5768,1836
2013,Florida,Delaware,1034,549
2013,Florida,Georgia,38798,5074
2013,Florida,Hawaii,2613,975
2013,Florida,Idaho,566,367
2013,Florida,Illinois,14375,2599
2013,Florida,Indiana,8282,2418
2013,Florida,Iowa,3834,1547
2013,Florida,Kansas,3251,1295
2013,Florida,Kentucky,7382,2711
2013,Florida,Louisiana,5877,1918
2013,Florida,Maine,2740,1387
2013,Florida,Maryland,7820,1738
2013,Florida,Massachusetts,10470,2401
2013,Florida,Michigan,13416,2122
2013,Florida,Minnesota,2734,948
2013,Florida,Mississippi,2551,913
2013,Florida,Missouri,5924,1844
2013,Florida,Montana,321,283
2013,Florida,Nevada,5800,2353
2013,Florida,New Hampshire,1396,504
2013,Florida,New Jersey,12460,2614
2013,Florida,New Mexico,1953,1456
2013,Florida,New York,31672,3835
2013,Florida,North Carolina,24551,4252
2013,Florida,North Dakota,1109,606
2013,Florida,Ohio,16042,3206
2013,Florida,Oklahoma,2998,956
2013,Florida,Oregon,4099,1836
2013,Florida,Pennsylvania,14195,2193
2013,Florida,Rhode Island,1731,795
2013,Florida,South Carolina,15347,2838
2013,Florida,South Dakota,464,318
2013,Florida,Tennessee,18886,3545
2013,Florida,Texas,32619,4787
2013,Florida,Utah,3142,1839
2013,Florida,Vermont,644,518
2013,Florida,Virginia,23161,4741
2013,Florida,Washington,7437,2151
2013,Florida,West Virginia,3018,1042
2013,Florida,Wisconsin,4423,1098
2013,Florida,Wyoming,286,270
2013,Georgia,Alabama,17867,3622
2013,Georgia,Alaska,1808,1319
2013,Georgia,Arizona,2647,1272
2013,Georgia,Arkansas,2870,1667
2013,Georgia,California,11773,2152
2013,Georgia,Colorado,6671,2804
2013,Georgia,Connecticut,2303,1426
2013,Georgia,Delaware,926,706
2013,Georgia,Florida,35386,5530
2013,Georgia,Hawaii,1867,1122
2013,Georgia,Idaho,403,339
2013,Georgia,Illinois,6178,2443
2013,Georgia,Indiana,4453,1839
2013,Georgia,Iowa,362,302
2013,Georgia,Kansas,4435,1850
2013,Georgia,Kentucky,5679,2078
2013,Georgia,Louisiana,4325,1449
2013,Georgia,Maine,698,447
2013,Georgia,Maryland,6161,2211
2013,Georgia,Massachusetts,3316,1131
2013,Georgia,Michigan,7187,2232
2013,Georgia,Minnesota,2958,1307
2013,Georgia,Mississippi,3732,1146
2013,Georgia,Missouri,3322,1246
2013,Georgia,Montana,327,266
2013,Georgia,Nevada,570,409
2013,Georgia,New Hampshire,513,500
2013,Georgia,New Jersey,2989,1537
2013,Georgia,New Mexico,1238,870
2013,Georgia,New York,9165,2113
2013,Georgia,North Carolina,20440,3273
2013,Georgia,North Dakota,305,293
2013,Georgia,Ohio,4389,1477
2013,Georgia,Oklahoma,2855,1007
2013,Georgia,Oregon,605,476
2013,Georgia,Pennsylvania,7412,2179
2013,Georgia,Rhode Island,93,118
2013,Georgia,South Carolina,15856,2668
2013,Georgia,South Dakota,191,240
2013,Georgia,Tennessee,18553,3562
2013,Georgia,Texas,19988,3856
2013,Georgia,Utah,2626,1249
2013,Georgia,Vermont,132,139
2013,Georgia,Virginia,12566,3145
2013,Georgia,Washington,6831,3407
2013,Georgia,West Virginia,1320,680
2013,Georgia,Wisconsin,932,482
2013,Georgia,Wyoming,441,528
2013,Hawaii,Alabama,718,733
2013,Hawaii,Alaska,257,264
2013,Hawaii,Arizona,2776,1195
2013,Hawaii,Arkansas,118,200
2013,Hawaii,California,13610,3649
2013,Hawaii,Colorado,1363,673
2013,Hawaii,Connecticut,398,249
2013,Hawaii,Delaware,0,185
2013,Hawaii,Florida,1009,552
2013,Hawaii,Georgia,2028,1467
2013,Hawaii,Idaho,818,641
2013,Hawaii,Illinois,1418,993
2013,Hawaii,Indiana,468,317
2013,Hawaii,Iowa,76,92
2013,Hawaii,Kansas,669,583
2013,Hawaii,Kentucky,995,909
2013,Hawaii,Louisiana,646,440
2013,Hawaii,Maine,166,229
2013,Hawaii,Maryland,813,658
2013,Hawaii,Massachusetts,548,419
2013,Hawaii,Michigan,401,226
2013,Hawaii,Minnesota,787,816
2013,Hawaii,Mississippi,178,191
2013,Hawaii,Missouri,638,519
2013,Hawaii,Montana,87,161
2013,Hawaii,Nevada,5416,2116
2013,Hawaii,New Hampshire,23,40
2013,Hawaii,New Jersey,105,154
2013,Hawaii,New Mexico,497,283
2013,Hawaii,New York,1034,587
2013,Hawaii,North Carolina,1016,656
2013,Hawaii,North Dakota,0,185
2013,Hawaii,Ohio,23,39
2013,Hawaii,Oklahoma,649,501
2013,Hawaii,Oregon,2404,1038
2013,Hawaii,Pennsylvania,487,460
2013,Hawaii,Rhode Island,141,236
2013,Hawaii,South Carolina,68,86
2013,Hawaii,South Dakota,87,119
2013,Hawaii,Tennessee,720,491
2013,Hawaii,Texas,5694,2442
2013,Hawaii,Utah,666,545
2013,Hawaii,Vermont,101,99
2013,Hawaii,Virginia,3842,1571
2013,Hawaii,Washington,4546,1590
2013,Hawaii,West Virginia,0,185
2013,Hawaii,Wisconsin,723,691
2013,Hawaii,Wyoming,515,535
2013,Idaho,Alabama,222,222
2013,Idaho,Alaska,555,405
2013,Idaho,Arizona,3563,1466
2013,Idaho,Arkansas,251,398
2013,Idaho,California,6192,2344
2013,Idaho,Colorado,2542,1040
2013,Idaho,Connecticut,0,193
2013,Idaho,Delaware,0,193
2013,Idaho,Florida,1541,1065
2013,Idaho,Georgia,466,467
2013,Idaho,Hawaii,1014,638
2013,Idaho,Illinois,416,305
2013,Idaho,Indiana,208,172
2013,Idaho,Iowa,273,263
2013,Idaho,Kansas,283,263
2013,Idaho,Kentucky,564,615
2013,Idaho,Louisiana,0,193
2013,Idaho,Maine,149,231
2013,Idaho,Maryland,175,213
2013,Idaho,Massachusetts,335,251
2013,Idaho,Michigan,339,210
2013,Idaho,Minnesota,387,353
2013,Idaho,Mississippi,469,270
2013,Idaho,Missouri,768,601
2013,Idaho,Montana,2804,1502
2013,Idaho,Nevada,5194,2390
2013,Idaho,New Hampshire,0,193
2013,Idaho,New Jersey,0,193
2013,Idaho,New Mexico,68,76
2013,Idaho,New York,194,236
2013,Idaho,North Carolina,750,767
2013,Idaho,North Dakota,218,252
2013,Idaho,Ohio,1359,1289
2013,Idaho,Oklahoma,679,664
2013,Idaho,Oregon,7191,2168
2013,Idaho,Pennsylvania,331,461
2013,Idaho,Rhode Island,44,97
2013,Idaho,South Carolina,855,786
2013,Idaho,South Dakota,25,42
2013,Idaho,Tennessee,2616,2195
2013,Idaho,Texas,1811,1020
2013,Idaho,Utah,7484,2082
2013,Idaho,Vermont,97,148
2013,Idaho,Virginia,327,321
2013,Idaho,Washington,9196,2855
2013,Idaho,West Virginia,178,252
2013,Idaho,Wisconsin,131,138
2013,Idaho,Wyoming,1236,686
2013,Illinois,Alabama,3126,1616
2013,Illinois,Alaska,2012,1054
2013,Illinois,Arizona,7264,2229
2013,Illinois,Arkansas,3117,1162
2013,Illinois,California,19961,2816
2013,Illinois,Colorado,7528,1829
2013,Illinois,Connecticut,2040,917
2013,Illinois,Delaware,156,155
2013,Illinois,Florida,19973,3120
2013,Illinois,Georgia,8958,3418
2013,Illinois,Hawaii,1318,755
2013,Illinois,Idaho,897,726
2013,Illinois,Indiana,30618,6093
2013,Illinois,Iowa,9428,1354
2013,Illinois,Kansas,698,307
2013,Illinois,Kentucky,6306,1711
2013,Illinois,Louisiana,3163,1276
2013,Illinois,Maine,328,317
2013,Illinois,Maryland,2721,1377
2013,Illinois,Massachusetts,2747,959
2013,Illinois,Michigan,13669,2339
2013,Illinois,Minnesota,7601,1956
2013,Illinois,Mississippi,3739,1734
2013,Illinois,Missouri,24343,4006
2013,Illinois,Montana,890,622
2013,Illinois,Nevada,3322,1800
2013,Illinois,New Hampshire,753,633
2013,Illinois,New Jersey,1639,740
2013,Illinois,New Mexico,985,574
2013,Illinois,New York,8723,2041
2013,Illinois,North Carolina,6500,2139
2013,Illinois,North Dakota,270,169
2013,Illinois,Ohio,8352,2036
2013,Illinois,Oklahoma,1659,956
2013,Illinois,Oregon,1577,671
2013,Illinois,Pennsylvania,3865,1172
2013,Illinois,Rhode Island,323,308
2013,Illinois,South Carolina,2421,1119
2013,Illinois,South Dakota,349,312
2013,Illinois,Tennessee,9006,2155
2013,Illinois,Texas,28900,5615
2013,Illinois,Utah,1183,743
2013,Illinois,Vermont,388,216
2013,Illinois,Virginia,6518,1838
2013,Illinois,Washington,6827,2242
2013,Illinois,West Virginia,535,217
2013,Illinois,Wisconsin,25364,3287
2013,Illinois,Wyoming,450,364
2013,Indiana,Alabama,1303,752
2013,Indiana,Alaska,775,936
2013,Indiana,Arizona,3688,1236
2013,Indiana,Arkansas,999,709
2013,Indiana,California,8799,2483
2013,Indiana,Colorado,2197,852
2013,Indiana,Connecticut,305,180
2013,Indiana,Delaware,0,190
2013,Indiana,Florida,14148,2901
2013,Indiana,Georgia,4057,1487
2013,Indiana,Hawaii,296,314
2013,Indiana,Idaho,6,13
2013,Indiana,Illinois,15836,2826
2013,Indiana,Iowa,2574,984
2013,Indiana,Kansas,853,690
2013,Indiana,Kentucky,10989,2527
2013,Indiana,Louisiana,329,260
2013,Indiana,Maine,12,27
2013,Indiana,Maryland,1688,882
2013,Indiana,Massachusetts,293,218
2013,Indiana,Michigan,12309,3065
2013,Indiana,Minnesota,796,395
2013,Indiana,Mississippi,604,537
2013,Indiana,Missouri,3641,1438
2013,Indiana,Montana,121,174
2013,Indiana,Nevada,667,529
2013,Indiana,New Hampshire,320,297
2013,Indiana,New Jersey,751,476
2013,Indiana,New Mexico,325,313
2013,Indiana,New York,1371,586
2013,Indiana,North Carolina,1888,992
2013,Indiana,North Dakota,769,899
2013,Indiana,Ohio,14000,2501
2013,Indiana,Oklahoma,2016,932
2013,Indiana,Oregon,845,446
2013,Indiana,Pennsylvania,1157,457
2013,Indiana,Rhode Island,22,43
2013,Indiana,South Carolina,2828,1049
2013,Indiana,South Dakota,286,369
2013,Indiana,Tennessee,3300,1165
2013,Indiana,Texas,10255,3083
2013,Indiana,Utah,468,328
2013,Indiana,Vermont,97,138
2013,Indiana,Virginia,3025,953
2013,Indiana,Washington,1521,805
2013,Indiana,West Virginia,335,286
2013,Indiana,Wisconsin,1515,602
2013,Indiana,Wyoming,727,632
2013,Iowa,Alabama,699,518
2013,Iowa,Alaska,31,64
2013,Iowa,Arizona,2680,1173
2013,Iowa,Arkansas,949,701
2013,Iowa,California,3563,1461
2013,Iowa,Colorado,2868,1288
2013,Iowa,Connecticut,0,157
2013,Iowa,Delaware,0,157
2013,Iowa,Florida,4597,2873
2013,Iowa,Georgia,2851,1440
2013,Iowa,Hawaii,473,705
2013,Iowa,Idaho,85,168
2013,Iowa,Illinois,7859,1632
2013,Iowa,Indiana,2176,1067
2013,Iowa,Kansas,1190,569
2013,Iowa,Kentucky,1175,883
2013,Iowa,Louisiana,1174,1432
2013,Iowa,Maine,0,157
2013,Iowa,Maryland,590,365
2013,Iowa,Massachusetts,433,415
2013,Iowa,Michigan,1314,500
2013,Iowa,Minnesota,8059,1986
2013,Iowa,Mississippi,51,93
2013,Iowa,Missouri,4160,1176
2013,Iowa,Montana,0,157
2013,Iowa,Nevada,439,405
2013,Iowa,New Hampshire,44,84
2013,Iowa,New Jersey,71,118
2013,Iowa,New Mexico,104,107
2013,Iowa,New York,831,616
2013,Iowa,North Carolina,1380,808
2013,Iowa,North Dakota,255,188
2013,Iowa,Ohio,1163,655
2013,Iowa,Oklahoma,386,274
2013,Iowa,Oregon,872,788
2013,Iowa,Pennsylvania,682,430
2013,Iowa,Rhode Island,0,157
2013,Iowa,South Carolina,295,363
2013,Iowa,South Dakota,3426,1258
2013,Iowa,Tennessee,1762,1990
2013,Iowa,Texas,4033,1563
2013,Iowa,Utah,231,227
2013,Iowa,Vermont,228,371
2013,Iowa,Virginia,989,609
2013,Iowa,Washington,1451,648
2013,Iowa,West Virginia,0,157
2013,Iowa,Wisconsin,4172,1374
2013,Iowa,Wyoming,100,111
2013,Kansas,Alabama,566,397
2013,Kansas,Alaska,984,895
2013,Kansas,Arizona,1818,859
2013,Kansas,Arkansas,1650,762
2013,Kansas,California,4680,1771
2013,Kansas,Colorado,6545,2428
2013,Kansas,Connecticut,210,208
2013,Kansas,Delaware,0,170
2013,Kansas,Florida,4171,1711
2013,Kansas,Georgia,1885,1019
2013,Kansas,Hawaii,100,114
2013,Kansas,Idaho,133,184
2013,Kansas,Illinois,1950,981
2013,Kansas,Indiana,1264,740
2013,Kansas,Iowa,3153,1592
2013,Kansas,Kentucky,919,790
2013,Kansas,Louisiana,457,454
2013,Kansas,Maine,922,715
2013,Kansas,Maryland,1378,649
2013,Kansas,Massachusetts,373,295
2013,Kansas,Michigan,1410,881
2013,Kansas,Minnesota,861,689
2013,Kansas,Mississippi,218,146
2013,Kansas,Missouri,22434,3200
2013,Kansas,Montana,305,303
2013,Kansas,Nevada,282,396
2013,Kansas,New Hampshire,637,979
2013,Kansas,New Jersey,227,202
2013,Kansas,New Mexico,878,755
2013,Kansas,New York,2093,954
2013,Kansas,North Carolina,1237,608
2013,Kansas,North Dakota,0,170
2013,Kansas,Ohio,1247,703
2013,Kansas,Oklahoma,6628,1346
2013,Kansas,Oregon,798,531
2013,Kansas,Pennsylvania,713,476
2013,Kansas,Rhode Island,0,170
2013,Kansas,South Carolina,979,767
2013,Kansas,South Dakota,489,300
2013,Kansas,Tennessee,1726,1082
2013,Kansas,Texas,9225,2639
2013,Kansas,Utah,626,534
2013,Kansas,Vermont,0,170
2013,Kansas,Virginia,2719,1222
2013,Kansas,Washington,1285,831
2013,Kansas,West Virginia,0,170
2013,Kansas,Wisconsin,537,450
2013,Kansas,Wyoming,594,459
2013,Kentucky,Alabama,2498,1288
2013,Kentucky,Alaska,206,271
2013,Kentucky,Arizona,885,540
2013,Kentucky,Arkansas,1915,1701
2013,Kentucky,California,3895,1651
2013,Kentucky,Colorado,2287,1084
2013,Kentucky,Connecticut,70,81
2013,Kentucky,Delaware,180,193
2013,Kentucky,Florida,7592,2020
2013,Kentucky,Georgia,4532,1677
2013,Kentucky,Hawaii,264,269
2013,Kentucky,Idaho,0,189
2013,Kentucky,Illinois,4175,1532
2013,Kentucky,Indiana,8870,2093
2013,Kentucky,Iowa,559,387
2013,Kentucky,Kansas,1210,1046
2013,Kentucky,Louisiana,617,353
2013,Kentucky,Maine,497,599
2013,Kentucky,Maryland,898,696
2013,Kentucky,Massachusetts,1299,820
2013,Kentucky,Michigan,1985,693
2013,Kentucky,Minnesota,166,163
2013,Kentucky,Mississippi,520,326
2013,Kentucky,Missouri,3126,1369
2013,Kentucky,Montana,181,354
2013,Kentucky,Nevada,1547,1596
2013,Kentucky,New Hampshire,109,125
2013,Kentucky,New Jersey,618,647
2013,Kentucky,New Mexico,402,452
2013,Kentucky,New York,820,441
2013,Kentucky,North Carolina,3911,1279
2013,Kentucky,North Dakota,22,51
2013,Kentucky,Ohio,13311,3138
2013,Kentucky,Oklahoma,1566,810
2013,Kentucky,Oregon,663,674
2013,Kentucky,Pennsylvania,1402,854
2013,Kentucky,Rhode Island,0,189
2013,Kentucky,South Carolina,1384,677
2013,Kentucky,South Dakota,0,189
2013,Kentucky,Tennessee,9676,2316
2013,Kentucky,Texas,5496,1995
2013,Kentucky,Utah,142,187
2013,Kentucky,Vermont,185,167
2013,Kentucky,Virginia,3273,1105
2013,Kentucky,Washington,2152,1653
2013,Kentucky,West Virginia,1977,1038
2013,Kentucky,Wisconsin,1027,578
2013,Kentucky,Wyoming,0,189
2013,Louisiana,Alabama,1429,944
2013,Louisiana,Alaska,167,198
2013,Louisiana,Arizona,1478,763
2013,Louisiana,Arkansas,4467,2095
2013,Louisiana,California,3764,1221
2013,Louisiana,Colorado,2374,969
2013,Louisiana,Connecticut,24,41
2013,Louisiana,Delaware,213,257
2013,Louisiana,Florida,6856,3219
2013,Louisiana,Georgia,6493,2113
2013,Louisiana,Hawaii,1209,1229
2013,Louisiana,Idaho,122,209
2013,Louisiana,Illinois,1822,1105
2013,Louisiana,Indiana,726,781
2013,Louisiana,Iowa,203,259
2013,Louisiana,Kansas,644,416
2013,Louisiana,Kentucky,827,742
2013,Louisiana,Maine,189,212
2013,Louisiana,Maryland,653,818
2013,Louisiana,Massachusetts,310,250
2013,Louisiana,Michigan,795,515
2013,Louisiana,Minnesota,392,362
2013,Louisiana,Mississippi,8391,2664
2013,Louisiana,Missouri,2047,938
2013,Louisiana,Montana,477,696
2013,Louisiana,Nevada,0,203
2013,Louisiana,New Hampshire,882,1254
2013,Louisiana,New Jersey,589,492
2013,Louisiana,New Mexico,201,234
2013,Louisiana,New York,1576,588
2013,Louisiana,North Carolina,1474,1072
2013,Louisiana,North Dakota,86,135
2013,Louisiana,Ohio,2020,1042
2013,Louisiana,Oklahoma,2348,925
2013,Louisiana,Oregon,690,623
2013,Louisiana,Pennsylvania,1226,725
2013,Louisiana,Rhode Island,792,865
2013,Louisiana,South Carolina,1852,1104
2013,Louisiana,South Dakota,156,182
2013,Louisiana,Tennessee,6748,2382
2013,Louisiana,Texas,29042,4690
2013,Louisiana,Utah,569,487
2013,Louisiana,Vermont,35,61
2013,Louisiana,Virginia,1318,704
2013,Louisiana,Washington,343,366
2013,Louisiana,West Virginia,0,203
2013,Louisiana,Wisconsin,142,119
2013,Louisiana,Wyoming,415,382
2013,Maine,Alabama,52,85
2013,Maine,Alaska,44,60
2013,Maine,Arizona,881,633
2013,Maine,Arkansas,0,165
2013,Maine,California,1104,769
2013,Maine,Colorado,881,763
2013,Maine,Connecticut,366,426
2013,Maine,Delaware,53,89
2013,Maine,Florida,2995,1149
2013,Maine,Georgia,530,591
2013,Maine,Hawaii,1030,799
2013,Maine,Idaho,12,24
2013,Maine,Illinois,327,276
2013,Maine,Indiana,203,210
2013,Maine,Iowa,19,35
2013,Maine,Kansas,140,227
2013,Maine,Kentucky,373,305
2013,Maine,Louisiana,38,62
2013,Maine,Maryland,479,357
2013,Maine,Massachusetts,4929,1590
2013,Maine,Michigan,109,111
2013,Maine,Minnesota,109,85
2013,Maine,Mississippi,134,221
2013,Maine,Missouri,517,298
2013,Maine,Montana,20,40
2013,Maine,Nevada,136,163
2013,Maine,New Hampshire,3078,1032
2013,Maine,New Jersey,469,498
2013,Maine,New Mexico,52,95
2013,Maine,New York,1477,629
2013,Maine,North Carolina,615,581
2013,Maine,North Dakota,0,165
2013,Maine,Ohio,122,156
2013,Maine,Oklahoma,187,303
2013,Maine,Oregon,47,77
2013,Maine,Pennsylvania,951,519
2013,Maine,Rhode Island,418,319
2013,Maine,South Carolina,1094,810
2013,Maine,South Dakota,0,165
2013,Maine,Tennessee,247,271
2013,Maine,Texas,1053,1050
2013,Maine,Utah,227,262
2013,Maine,Vermont,697,324
2013,Maine,Virginia,890,465
2013,Maine,Washington,716,687
2013,Maine,West Virginia,0,165
2013,Maine,Wisconsin,921,962
2013,Maine,Wyoming,98,175
2013,Maryland,Alabama,960,641
2013,Maryland,Alaska,528,499
2013,Maryland,Arizona,1812,852
2013,Maryland,Arkansas,1281,1845
2013,Maryland,California,9781,1955
2013,Maryland,Colorado,2920,1388
2013,Maryland,Connecticut,1228,743
2013,Maryland,Delaware,7932,2369
2013,Maryland,Florida,12022,2639
2013,Maryland,Georgia,5607,2196
2013,Maryland,Hawaii,974,713
2013,Maryland,Idaho,144,158
2013,Maryland,Illinois,2832,1076
2013,Maryland,Indiana,617,461
2013,Maryland,Iowa,558,491
2013,Maryland,Kansas,1258,733
2013,Maryland,Kentucky,1890,1090
2013,Maryland,Louisiana,817,431
2013,Maryland,Maine,563,444
2013,Maryland,Massachusetts,4761,1580
2013,Maryland,Michigan,1727,792
2013,Maryland,Minnesota,993,511
2013,Maryland,Mississippi,348,240
2013,Maryland,Missouri,2321,1259
2013,Maryland,Montana,154,158
2013,Maryland,Nevada,1599,919
2013,Maryland,New Hampshire,1355,712
2013,Maryland,New Jersey,3249,1377
2013,Maryland,New Mexico,638,511
2013,Maryland,New York,6310,1591
2013,Maryland,North Carolina,13538,3445
2013,Maryland,North Dakota,147,138
2013,Maryland,Ohio,3155,1267
2013,Maryland,Oklahoma,930,665
2013,Maryland,Oregon,412,413
2013,Maryland,Pennsylvania,17561,2687
2013,Maryland,Rhode Island,1395,951
2013,Maryland,South Carolina,3540,1689
2013,Maryland,South Dakota,153,144
2013,Maryland,Tennessee,1836,934
2013,Maryland,Texas,10564,3806
2013,Maryland,Utah,792,717
2013,Maryland,Vermont,311,185
2013,Maryland,Virginia,29736,4072
2013,Maryland,Washington,3312,1482
2013,Maryland,West Virginia,8320,2812
2013,Maryland,Wisconsin,609,457
2013,Maryland,Wyoming,0,197
2013,Massachusetts,Alabama,972,788
2013,Massachusetts,Alaska,95,140
2013,Massachusetts,Arizona,1331,681
2013,Massachusetts,Arkansas,0,203
2013,Massachusetts,California,12947,2162
2013,Massachusetts,Colorado,2194,895
2013,Massachusetts,Connecticut,7645,1659
2013,Massachusetts,Delaware,94,119
2013,Massachusetts,Florida,19621,3508
2013,Massachusetts,Georgia,2413,1340
2013,Massachusetts,Hawaii,118,107
2013,Massachusetts,Idaho,59,99
2013,Massachusetts,Illinois,2865,898
2013,Massachusetts,Indiana,532,323
2013,Massachusetts,Iowa,322,399
2013,Massachusetts,Kansas,91,120
2013,Massachusetts,Kentucky,419,402
2013,Massachusetts,Louisiana,559,434
2013,Massachusetts,Maine,5156,1467
2013,Massachusetts,Maryland,2388,894
2013,Massachusetts,Michigan,2349,1426
2013,Massachusetts,Minnesota,707,483
2013,Massachusetts,Mississippi,308,384
2013,Massachusetts,Missouri,1364,564
2013,Massachusetts,Montana,188,181
2013,Massachusetts,Nevada,1012,790
2013,Massachusetts,New Hampshire,17285,2602
2013,Massachusetts,New Jersey,3858,1075
2013,Massachusetts,New Mexico,913,572
2013,Massachusetts,New York,14626,2145
2013,Massachusetts,North Carolina,6177,1780
2013,Massachusetts,North Dakota,50,84
2013,Massachusetts,Ohio,3147,1476
2013,Massachusetts,Oklahoma,147,149
2013,Massachusetts,Oregon,1577,754
2013,Massachusetts,Pennsylvania,7336,2093
2013,Massachusetts,Rhode Island,9091,1920
2013,Massachusetts,South Carolina,2657,1099
2013,Massachusetts,South Dakota,83,136
2013,Massachusetts,Tennessee,1556,689
2013,Massachusetts,Texas,5391,1496
2013,Massachusetts,Utah,1386,698
2013,Massachusetts,Vermont,4121,1167
2013,Massachusetts,Virginia,5225,1580
2013,Massachusetts,Washington,2192,1151
2013,Massachusetts,West Virginia,62,95
2013,Massachusetts,Wisconsin,654,370
2013,Massachusetts,Wyoming,415,441
2013,Michigan,Alabama,2801,1067
2013,Michigan,Alaska,563,389
2013,Michigan,Arizona,8099,2549
2013,Michigan,Arkansas,429,341
2013,Michigan,California,9172,2295
2013,Michigan,Colorado,2718,1356
2013,Michigan,Connecticut,1193,1107
2013,Michigan,Delaware,171,177
2013,Michigan,Florida,19860,3073
2013,Michigan,Georgia,8336,2586
2013,Michigan,Hawaii,447,289
2013,Michigan,Idaho,378,462
2013,Michigan,Illinois,15022,3118
2013,Michigan,Indiana,9807,2309
2013,Michigan,Iowa,667,350
2013,Michigan,Kansas,445,428
2013,Michigan,Kentucky,4020,1921
2013,Michigan,Louisiana,1418,976
2013,Michigan,Maine,79,95
2013,Michigan,Maryland,935,600
2013,Michigan,Massachusetts,1311,728
2013,Michigan,Minnesota,1678,606
2013,Michigan,Mississippi,2083,1840
2013,Michigan,Missouri,1967,871
2013,Michigan,Montana,397,310
2013,Michigan,Nevada,1085,821
2013,Michigan,New Hampshire,212,200
2013,Michigan,New Jersey,2363,1276
2013,Michigan,New Mexico,517,385
2013,Michigan,New York,3030,1079
2013,Michigan,North Carolina,6438,1724
2013,Michigan,North Dakota,513,388
2013,Michigan,Ohio,16503,3461
2013,Michigan,Oklahoma,1376,751
2013,Michigan,Oregon,1283,1122
2013,Michigan,Pennsylvania,3179,1081
2013,Michigan,Rhode Island,613,549
2013,Michigan,South Carolina,2988,1106
2013,Michigan,South Dakota,213,274
2013,Michigan,Tennessee,5950,1614
2013,Michigan,Texas,9969,2876
2013,Michigan,Utah,1656,1060
2013,Michigan,Vermont,92,151
2013,Michigan,Virginia,3243,999
2013,Michigan,Washington,2437,865
2013,Michigan,West Virginia,978,598
2013,Michigan,Wisconsin,5920,1171
2013,Michigan,Wyoming,905,1106
2013,Minnesota,Alabama,487,373
2013,Minnesota,Alaska,111,115
2013,Minnesota,Arizona,5618,1572
2013,Minnesota,Arkansas,289,337
2013,Minnesota,California,7376,2910
2013,Minnesota,Colorado,3754,1395
2013,Minnesota,Connecticut,775,782
2013,Minnesota,Delaware,204,223
2013,Minnesota,Florida,5576,1910
2013,Minnesota,Georgia,1074,606
2013,Minnesota,Hawaii,911,594
2013,Minnesota,Idaho,694,547
2013,Minnesota,Illinois,5643,1188
2013,Minnesota,Indiana,1955,995
2013,Minnesota,Iowa,8281,1957
2013,Minnesota,Kansas,2294,1055
2013,Minnesota,Kentucky,1072,1082
2013,Minnesota,Louisiana,1050,732
2013,Minnesota,Maine,185,289
2013,Minnesota,Maryland,953,676
2013,Minnesota,Massachusetts,739,470
2013,Minnesota,Michigan,1860,706
2013,Minnesota,Mississippi,217,244
2013,Minnesota,Missouri,2504,1529
2013,Minnesota,Montana,931,614
2013,Minnesota,Nevada,406,348
2013,Minnesota,New Hampshire,36,62
2013,Minnesota,New Jersey,697,499
2013,Minnesota,New Mexico,332,300
2013,Minnesota,New York,1209,709
2013,Minnesota,North Carolina,1969,823
2013,Minnesota,North Dakota,15790,2994
2013,Minnesota,Ohio,1334,865
2013,Minnesota,Oklahoma,870,454
2013,Minnesota,Oregon,2457,1394
2013,Minnesota,Pennsylvania,902,515
2013,Minnesota,Rhode Island,377,437
2013,Minnesota,South Carolina,1989,1528
